customer_key,customer_id,customer_name,sub_trade_channel,trade_channel,super_channel,business_segment,business_type,sales_organization,sales_office,market_unit,cdm_tier
131,500029813,WEIGELS #0036,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
132,500029866,HANDY DANDY #0005,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
133,500029919,441 MARKET,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,Secondary Volume,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
134,500029962,TOWN AND COUNTRY MKT,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
135,500030075,WHITE STAR MARKET,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
136,500030122,EATON HANDI MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
137,500030273,CHS LAFOLLETTE HOSPITAL,HOSPITAL,HEALTH/HOSPITAL,HEALTH/HOSPITAL,ON PREMISE,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
138,500030279,KARNS FOOD MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
139,500030306,KROGER #0531,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
140,500030412,PETRO #0312,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
141,500030436,THE LOCAL MARKET #0108,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
142,500030653,FOOD CITY #0654,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
143,500030657,FOOD CITY #0674,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
144,500030692,FOOD CITY #0609,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
145,500030696,WALMART #1320 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,Melissa Covert
146,500030768,WEIGELS #0045,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
147,500030826,WEIGELS #0046,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
148,500030877,INGLES #0307,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
149,500030900,GATLINBURG PITTMAN HS #1,EDUCATION - NON REST,PRIMARY/SECONDARY SCHOOL,EDUCATIONAL,ON PREMISE,FSV - Full Service,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
150,500030931,DW SPOTLIGHT BAKERY,AMUSEMENT/THEME PARK,AMUSEMENT,AMUSEMENT/RECREATION/LEISURE,ON PREMISE,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
151,500031086,BRAKEBILL NURSING HOME,NURSING HOME,HEALTH/HOSPITAL,HEALTH/HOSPITAL,ON PREMISE,FSV - Full Service,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
152,500031113,CHINA INN RESTAURANT,FSR-ASIAN,FULL SERVICE RESTAURANT-FSR,EATING & DRINKING,ON PREMISE,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
153,500031122,WEIGELS #0048,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
154,500031159,SUPER STOP MARKET,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
155,500031218,KENJO #29,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
156,500031363,EZ STOP #0023,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
157,500031370,KROGER #0549,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
158,500031393,KROGER #0562,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
159,500031395,WALGREENS #05502,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
160,500031436,TANGER FIVE OAKS #36,OTHER GENERAL MERCHA,GENERAL MERCHANDISER,RETAIL ON PREMISE,ON PREMISE,FSV - Full Service,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
161,500031506,WALGREENS #06993,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
162,500031524,EZ STOP #0020,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
163,500031795,FOOD CITY #0611,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
164,500031979,M AND S QUIK MART,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
165,500031994,KROGER #0536,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
166,500032019,FAMILY DOLLAR #01140,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
167,500032125,WALMART #0672 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,Melissa Covert
168,500032430,WALGREENS #04169,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
169,500032576,BIG OS CUMBERLAND CROSSING,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,Secondary Volume,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
170,500032590,WALGREENS #04199,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
171,500032654,MARYVILLE HS CAFE,SECONDARY/HIGH SCHOO,PRIMARY/SECONDARY SCHOOL,EDUCATIONAL,ON PREMISE,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
172,500032720,UT HOSP DICU FL 4,HOSPITAL,HEALTH/HOSPITAL,HEALTH/HOSPITAL,ON PREMISE,FSV - Full Service,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
173,500032900,TOLLIVERS MARKET,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
174,500032936,LECONTE VIEW MOTEL 3B,HOTEL/MOTEL/RESORT/I,LODGING,TRAVEL/TRANSPORTATION/HOSPITALITY,ON PREMISE,FSV - Full Service,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
175,500032982,THE LOCAL MARKET #0122,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
176,500033651,WALMART #2932 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,FSV - Full Service,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
177,500033718,SUBWAY #21768,QSR-SANDWICH,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,Secondary Volume,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
178,500033742,FASTOP #0214,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
179,500034067,FOOD CITY #0682,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
180,500034073,FOOD CITY #0677,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
181,500034079,FOOD CITY #0688,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"KNOXVILLE, TN",MID SOUTH MUGM,
182,500056319,WALMART #1467 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"COOKEVILLE, TN",MID SOUTH MUGM,Melissa Covert
183,500056424,WALGREENS #09857,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
184,500056443,MURPHY USA #7316,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"COOKEVILLE, TN",MID SOUTH MUGM,
185,500056580,KROGER #0766,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
186,500056880,WALMART #0698 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,FSV - Full Service,CCBCC Operations,"CLEVELAND, TN",MID SOUTH MUGM,
187,500056885,SCRIBNER MS ATHLETICS,EDUCATION - NON REST,PRIMARY/SECONDARY SCHOOL,EDUCATIONAL,ON PREMISE,DSD,CCBCC Operations,"LOUISVILLE, KY",CENTRAL MUGM,
188,500056901,WALGREENS #10206,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
189,500057026,DOLLAR TREE #3497,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"LOUISVILLE, KY",CENTRAL MUGM,
190,500057095,CIRCLE K #4702271,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LOUISVILLE, KY",CENTRAL MUGM,
191,500057312,WALGREENS #09854,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"LOUISVILLE, KY",CENTRAL MUGM,
192,500057342,FOOD LION #995,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,FSV - Full Service,CCBCC Operations,"COOKEVILLE, TN",MID SOUTH MUGM,
193,500057371,GRAB N GO #0002,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LOUISVILLE, KY",CENTRAL MUGM,
194,500057393,MURPHY USA #7392,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
195,500057473,WALMART #4226 SC,OTHER HYPER MERCHAND,HYPER-MERCHANDISER,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"COOKEVILLE, TN",MID SOUTH MUGM,Melissa Covert
196,500057568,PRIDE SUPER MARKET,INDEPENDENT SUPERMAR,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"LOUISVILLE, KY",CENTRAL MUGM,
197,500057582,MAPCO #3665,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"CLEVELAND, TN",MID SOUTH MUGM,
198,500057634,FOUR WAY MARKET,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"COOKEVILLE, TN",MID SOUTH MUGM,
199,500057671,KROGER #0753,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"LOUISVILLE, KY",CENTRAL MUGM,
200,500057689,GORDON FOOD SERVICE,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"LOUISVILLE, KY",CENTRAL MUGM,
201,500057726,CVS #06334,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
202,500057911,SAWMILL MARKET,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"COOKEVILLE, TN",MID SOUTH MUGM,
203,500058172,MAX FUEL #41,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"PADUCAH, KY",MID SOUTH MUGM,
204,500058173,MAX FUEL #40,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"PADUCAH, KY",MID SOUTH MUGM,
205,500058298,TWICEDAILY #8022,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"COOKEVILLE, TN",MID SOUTH MUGM,
206,500058443,BIG LOTS #1999,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
207,500058455,DOMINOS #1394,QSR-PIZZA,QUICK SERVICE RESTAURANT- QSR,EATING & DRINKING,ON PREMISE,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
208,500058523,CLARKS PUMP N SHOP #0028,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"PIKEVILLE, KY",CENTRAL MUGM,
209,500058535,LEE UNIVERSITY OBANNON HALL GF,UNIVERSITY,COLLEGE/UNIVERSITY,EDUCATIONAL,ON PREMISE,FSV - Full Service,CCBCC Operations,"CLEVELAND, TN",MID SOUTH MUGM,
210,500058828,GASOLINE ALLEY SAASOA,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
211,500058881,WALGREENS #11454,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"LOUISVILLE, KY",CENTRAL MUGM,
212,500058903,DOLLAR GENERAL #01152,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"EVANSVILLE, IN",MID WEST MUGM,
213,500058904,DOLLAR GENERAL #25559,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"EVANSVILLE, IN",MID WEST MUGM,
214,500058912,DOLLAR GENERAL #02763,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"EVANSVILLE, IN",MID WEST MUGM,
215,500058914,DOLLAR GENERAL #06089,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"EVANSVILLE, IN",MID WEST MUGM,
216,500058919,DOLLAR GENERAL #09721,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"EVANSVILLE, IN",MID WEST MUGM,
217,500058934,DOLLAR GENERAL #07838 MARKET,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
218,500058935,DOLLAR GENERAL #00297,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
219,500058937,DOLLAR GENERAL #00033 MARKET,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
220,500058963,DOLLAR GENERAL #02288,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
221,500058977,DOLLAR GENERAL #06957,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
222,500058982,DOLLAR GENERAL #10340,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
223,500058983,DOLLAR GENERAL #10376,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
224,500058989,DOLLAR GENERAL #00460,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"PIKEVILLE, KY",CENTRAL MUGM,
225,500059005,DOLLAR GENERAL #04761,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"PIKEVILLE, KY",CENTRAL MUGM,
226,500059006,DOLLAR GENERAL #00059 MARKET,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"LOUISVILLE, KY",CENTRAL MUGM,
227,500059019,DOLLAR GENERAL #07981,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"CLEVELAND, TN",MID SOUTH MUGM,
228,500059029,DOLLAR GENERAL #09364,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"PIKEVILLE, KY",CENTRAL MUGM,
229,500059032,DOLLAR GENERAL #09838,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"PIKEVILLE, KY",CENTRAL MUGM,
230,500059038,DOLLAR GENERAL #02577 MARKET,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"CLEVELAND, TN",MID SOUTH MUGM,
231,500059044,DOLLAR GENERAL #02450,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"COOKEVILLE, TN",MID SOUTH MUGM,
232,500059051,DOLLAR GENERAL #00326,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"COOKEVILLE, TN",MID SOUTH MUGM,
233,500059055,DOLLAR GENERAL #06355,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"CLEVELAND, TN",MID SOUTH MUGM,
234,500059077,DOLLAR GENERAL #02571,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"LOUISVILLE, KY",CENTRAL MUGM,
235,500059111,DOLLAR GENERAL #02844,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"LOUISVILLE, KY",CENTRAL MUGM,
236,500059146,DOLLAR GENERAL #01179,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"PADUCAH, KY",MID SOUTH MUGM,
237,500059154,DOLLAR GENERAL #07794,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"PADUCAH, KY",MID SOUTH MUGM,
238,500059155,DOLLAR GENERAL #07660,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"PADUCAH, KY",MID SOUTH MUGM,
239,500059162,DOLLAR GENERAL #08685,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"PADUCAH, KY",MID SOUTH MUGM,
240,500059165,DOLLAR GENERAL #01180,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"PADUCAH, KY",MID SOUTH MUGM,
241,500059177,DOLLAR GENERAL #00350,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"COOKEVILLE, TN",MID SOUTH MUGM,
242,500059200,DOLLAR TREE #3875,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
243,500059290,101 FOOD MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"COOKEVILLE, TN",MID SOUTH MUGM,
244,500059327,BREEZE IN,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"COOKEVILLE, TN",MID SOUTH MUGM,
245,500059384,MT STERLING SHELL,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
246,500059570,TATES CREEK MINI MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
247,500059636,BUEHLERS BUY LOW #0451,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"EVANSVILLE, IN",MID WEST MUGM,
248,500059669,MMS PETROL INC,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LOUISVILLE, KY",CENTRAL MUGM,
249,500059916,FULCHER VENDING,FULL LINE OPERATOR,FULL LINE OPERATOR,WHOLESALE/CONTRACT VENDING,ON PREMISE,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
250,500060002,LANESVILLE FOOD MART,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LOUISVILLE, KY",CENTRAL MUGM,
251,500060084,DOWNTOWN B P,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
252,500060102,UNITED GROCERY OUTLET #11,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"COOKEVILLE, TN",MID SOUTH MUGM,
253,500060191,TOLU COMMUNITY VOL FIRE DEPT,LOCAL GOVERNMENT,GOVERNMENT (NON-MILITARY),AT-WORK,ON PREMISE,DSD,CCBCC Operations,"PADUCAH, KY",MID SOUTH MUGM,
254,500060207,GREGS SUPERMARKET,INDEPENDENT SUPERMAR,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"PADUCAH, KY",MID SOUTH MUGM,
255,500060284,UNITED PSM INC #2770,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"EVANSVILLE, IN",MID WEST MUGM,
256,500060341,SPEEDWAY #9594 VERSAILLES,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
257,500060351,SPEEDWAY #9658,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
258,500060352,SPEEDWAY #9667,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
259,500060353,SPEEDWAY #9675,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
260,500060356,SPEEDWAY #9699,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
261,500060358,SPEEDWAY #9711,CHAIN CONVENIENCE ST,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
262,500060483,SHELL,INDEPENDENT CONVENIE,CONVENIENCE STORE/PETROLEUM FOOD MART,SMALL STORE,HOME MARKET,DSD,CCBCC Operations,"COOKEVILLE, TN",MID SOUTH MUGM,
263,500060537,WALGREENS #11634,CHAIN DRUG STORE,DRUG STORE,DRUG,HOME MARKET,DSD,CCBCC Operations,"CLEVELAND, TN",MID SOUTH MUGM,
264,500060748,KROGER #0363,CHAIN SUPERMARKET,SUPERMARKET,LARGE STORE,HOME MARKET,DSD,CCBCC Operations,"LEXINGTON, KY",CENTRAL MUGM,
265,500060964,DOLLAR GENERAL #11367,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"PADUCAH, KY",MID SOUTH MUGM,
266,500060986,DOLLAR GENERAL #11397,VALUE DISCOUNT,VALUE,VALUE,HOME MARKET,DSD,CCBCC Operations,"PADUCAH, KY",MID SOUTH MUGM,
