DateKey,Date,Year,QuarterName,QuarterNumber,MonthNumber,MonthName,DayOfMonth,DayName,WeekOfYear,IsWeekend,CalendarYearQuarter
20260508,2026-05-08,2026,Spring,2,5,May,8,Friday,19,No,2026 Spring
20260509,2026-05-09,2026,Spring,2,5,May,9,Saturday,19,Yes,2026 Spring
20260510,2026-05-10,2026,Spring,2,5,May,10,Sunday,19,Yes,2026 Spring
20260511,2026-05-11,2026,Spring,2,5,May,11,Monday,20,No,2026 Spring
20260512,2026-05-12,2026,Spring,2,5,May,12,Tuesday,20,No,2026 Spring
20260513,2026-05-13,2026,Spring,2,5,May,13,Wednesday,20,No,2026 Spring
20260514,2026-05-14,2026,Spring,2,5,May,14,Thursday,20,No,2026 Spring
20260515,2026-05-15,2026,Spring,2,5,May,15,Friday,20,No,2026 Spring
20260516,2026-05-16,2026,Spring,2,5,May,16,Saturday,20,Yes,2026 Spring
20260517,2026-05-17,2026,Spring,2,5,May,17,Sunday,20,Yes,2026 Spring
20260518,2026-05-18,2026,Spring,2,5,May,18,Monday,21,No,2026 Spring
20260519,2026-05-19,2026,Spring,2,5,May,19,Tuesday,21,No,2026 Spring
20260520,2026-05-20,2026,Spring,2,5,May,20,Wednesday,21,No,2026 Spring
20260521,2026-05-21,2026,Spring,2,5,May,21,Thursday,21,No,2026 Spring
20260522,2026-05-22,2026,Spring,2,5,May,22,Friday,21,No,2026 Spring
20260523,2026-05-23,2026,Spring,2,5,May,23,Saturday,21,Yes,2026 Spring
20260524,2026-05-24,2026,Spring,2,5,May,24,Sunday,21,Yes,2026 Spring
20260525,2026-05-25,2026,Spring,2,5,May,25,Monday,22,No,2026 Spring
20260526,2026-05-26,2026,Spring,2,5,May,26,Tuesday,22,No,2026 Spring
20260527,2026-05-27,2026,Spring,2,5,May,27,Wednesday,22,No,2026 Spring
20260528,2026-05-28,2026,Spring,2,5,May,28,Thursday,22,No,2026 Spring
20260529,2026-05-29,2026,Spring,2,5,May,29,Friday,22,No,2026 Spring
20260530,2026-05-30,2026,Spring,2,5,May,30,Saturday,22,Yes,2026 Spring
20260531,2026-05-31,2026,Spring,2,5,May,31,Sunday,22,Yes,2026 Spring
20260601,2026-06-01,2026,Spring,2,6,June,1,Monday,23,No,2026 Spring
20260602,2026-06-02,2026,Spring,2,6,June,2,Tuesday,23,No,2026 Spring
20260603,2026-06-03,2026,Spring,2,6,June,3,Wednesday,23,No,2026 Spring
20260604,2026-06-04,2026,Spring,2,6,June,4,Thursday,23,No,2026 Spring
20260605,2026-06-05,2026,Spring,2,6,June,5,Friday,23,No,2026 Spring
20260606,2026-06-06,2026,Spring,2,6,June,6,Saturday,23,Yes,2026 Spring
20260607,2026-06-07,2026,Spring,2,6,June,7,Sunday,23,Yes,2026 Spring
20260608,2026-06-08,2026,Spring,2,6,June,8,Monday,24,No,2026 Spring
20260609,2026-06-09,2026,Spring,2,6,June,9,Tuesday,24,No,2026 Spring
20260610,2026-06-10,2026,Spring,2,6,June,10,Wednesday,24,No,2026 Spring
20260611,2026-06-11,2026,Spring,2,6,June,11,Thursday,24,No,2026 Spring
20260612,2026-06-12,2026,Spring,2,6,June,12,Friday,24,No,2026 Spring
20260613,2026-06-13,2026,Spring,2,6,June,13,Saturday,24,Yes,2026 Spring
20260614,2026-06-14,2026,Spring,2,6,June,14,Sunday,24,Yes,2026 Spring
20260615,2026-06-15,2026,Spring,2,6,June,15,Monday,25,No,2026 Spring
20260616,2026-06-16,2026,Spring,2,6,June,16,Tuesday,25,No,2026 Spring
20260617,2026-06-17,2026,Spring,2,6,June,17,Wednesday,25,No,2026 Spring
20260618,2026-06-18,2026,Spring,2,6,June,18,Thursday,25,No,2026 Spring
20260619,2026-06-19,2026,Spring,2,6,June,19,Friday,25,No,2026 Spring
20260620,2026-06-20,2026,Spring,2,6,June,20,Saturday,25,Yes,2026 Spring
20260621,2026-06-21,2026,Spring,2,6,June,21,Sunday,25,Yes,2026 Spring
20260622,2026-06-22,2026,Spring,2,6,June,22,Monday,26,No,2026 Spring
20260623,2026-06-23,2026,Spring,2,6,June,23,Tuesday,26,No,2026 Spring
20260624,2026-06-24,2026,Spring,2,6,June,24,Wednesday,26,No,2026 Spring
20260625,2026-06-25,2026,Spring,2,6,June,25,Thursday,26,No,2026 Spring
20260626,2026-06-26,2026,Spring,2,6,June,26,Friday,26,No,2026 Spring
20260627,2026-06-27,2026,Spring,2,6,June,27,Saturday,26,Yes,2026 Spring
20260628,2026-06-28,2026,Spring,2,6,June,28,Sunday,26,Yes,2026 Spring
20260629,2026-06-29,2026,Spring,2,6,June,29,Monday,27,No,2026 Spring
20260630,2026-06-30,2026,Spring,2,6,June,30,Tuesday,27,No,2026 Spring
20260701,2026-07-01,2026,Summer,3,7,July,1,Wednesday,27,No,2026 Summer
20260702,2026-07-02,2026,Summer,3,7,July,2,Thursday,27,No,2026 Summer
20260703,2026-07-03,2026,Summer,3,7,July,3,Friday,27,No,2026 Summer
20260704,2026-07-04,2026,Summer,3,7,July,4,Saturday,27,Yes,2026 Summer
20260705,2026-07-05,2026,Summer,3,7,July,5,Sunday,27,Yes,2026 Summer
20260706,2026-07-06,2026,Summer,3,7,July,6,Monday,28,No,2026 Summer
20260707,2026-07-07,2026,Summer,3,7,July,7,Tuesday,28,No,2026 Summer
20260708,2026-07-08,2026,Summer,3,7,July,8,Wednesday,28,No,2026 Summer
20260709,2026-07-09,2026,Summer,3,7,July,9,Thursday,28,No,2026 Summer
20260710,2026-07-10,2026,Summer,3,7,July,10,Friday,28,No,2026 Summer
20260711,2026-07-11,2026,Summer,3,7,July,11,Saturday,28,Yes,2026 Summer
20260712,2026-07-12,2026,Summer,3,7,July,12,Sunday,28,Yes,2026 Summer
20260713,2026-07-13,2026,Summer,3,7,July,13,Monday,29,No,2026 Summer
20260714,2026-07-14,2026,Summer,3,7,July,14,Tuesday,29,No,2026 Summer
20260715,2026-07-15,2026,Summer,3,7,July,15,Wednesday,29,No,2026 Summer
20260716,2026-07-16,2026,Summer,3,7,July,16,Thursday,29,No,2026 Summer
20260717,2026-07-17,2026,Summer,3,7,July,17,Friday,29,No,2026 Summer
20260718,2026-07-18,2026,Summer,3,7,July,18,Saturday,29,Yes,2026 Summer
20260719,2026-07-19,2026,Summer,3,7,July,19,Sunday,29,Yes,2026 Summer
20260720,2026-07-20,2026,Summer,3,7,July,20,Monday,30,No,2026 Summer
20260721,2026-07-21,2026,Summer,3,7,July,21,Tuesday,30,No,2026 Summer
20260722,2026-07-22,2026,Summer,3,7,July,22,Wednesday,30,No,2026 Summer
20260723,2026-07-23,2026,Summer,3,7,July,23,Thursday,30,No,2026 Summer
20260724,2026-07-24,2026,Summer,3,7,July,24,Friday,30,No,2026 Summer
20260725,2026-07-25,2026,Summer,3,7,July,25,Saturday,30,Yes,2026 Summer
20260726,2026-07-26,2026,Summer,3,7,July,26,Sunday,30,Yes,2026 Summer
20260727,2026-07-27,2026,Summer,3,7,July,27,Monday,31,No,2026 Summer
20260728,2026-07-28,2026,Summer,3,7,July,28,Tuesday,31,No,2026 Summer
20260729,2026-07-29,2026,Summer,3,7,July,29,Wednesday,31,No,2026 Summer
20260730,2026-07-30,2026,Summer,3,7,July,30,Thursday,31,No,2026 Summer
20260731,2026-07-31,2026,Summer,3,7,July,31,Friday,31,No,2026 Summer
20260801,2026-08-01,2026,Summer,3,8,August,1,Saturday,31,Yes,2026 Summer
20260802,2026-08-02,2026,Summer,3,8,August,2,Sunday,31,Yes,2026 Summer
20260803,2026-08-03,2026,Summer,3,8,August,3,Monday,32,No,2026 Summer
20260804,2026-08-04,2026,Summer,3,8,August,4,Tuesday,32,No,2026 Summer
20260805,2026-08-05,2026,Summer,3,8,August,5,Wednesday,32,No,2026 Summer
20260806,2026-08-06,2026,Summer,3,8,August,6,Thursday,32,No,2026 Summer
20260807,2026-08-07,2026,Summer,3,8,August,7,Friday,32,No,2026 Summer
20260808,2026-08-08,2026,Summer,3,8,August,8,Saturday,32,Yes,2026 Summer
20260809,2026-08-09,2026,Summer,3,8,August,9,Sunday,32,Yes,2026 Summer
20260810,2026-08-10,2026,Summer,3,8,August,10,Monday,33,No,2026 Summer
20260811,2026-08-11,2026,Summer,3,8,August,11,Tuesday,33,No,2026 Summer
20260812,2026-08-12,2026,Summer,3,8,August,12,Wednesday,33,No,2026 Summer
20260813,2026-08-13,2026,Summer,3,8,August,13,Thursday,33,No,2026 Summer
20260814,2026-08-14,2026,Summer,3,8,August,14,Friday,33,No,2026 Summer
20260815,2026-08-15,2026,Summer,3,8,August,15,Saturday,33,Yes,2026 Summer
20260816,2026-08-16,2026,Summer,3,8,August,16,Sunday,33,Yes,2026 Summer
20260817,2026-08-17,2026,Summer,3,8,August,17,Monday,34,No,2026 Summer
20260818,2026-08-18,2026,Summer,3,8,August,18,Tuesday,34,No,2026 Summer
20260819,2026-08-19,2026,Summer,3,8,August,19,Wednesday,34,No,2026 Summer
20260820,2026-08-20,2026,Summer,3,8,August,20,Thursday,34,No,2026 Summer
20260821,2026-08-21,2026,Summer,3,8,August,21,Friday,34,No,2026 Summer
20260822,2026-08-22,2026,Summer,3,8,August,22,Saturday,34,Yes,2026 Summer
20260823,2026-08-23,2026,Summer,3,8,August,23,Sunday,34,Yes,2026 Summer
20260824,2026-08-24,2026,Summer,3,8,August,24,Monday,35,No,2026 Summer
20260825,2026-08-25,2026,Summer,3,8,August,25,Tuesday,35,No,2026 Summer
20260826,2026-08-26,2026,Summer,3,8,August,26,Wednesday,35,No,2026 Summer
20260827,2026-08-27,2026,Summer,3,8,August,27,Thursday,35,No,2026 Summer
20260828,2026-08-28,2026,Summer,3,8,August,28,Friday,35,No,2026 Summer
20260829,2026-08-29,2026,Summer,3,8,August,29,Saturday,35,Yes,2026 Summer
20260830,2026-08-30,2026,Summer,3,8,August,30,Sunday,35,Yes,2026 Summer
20260831,2026-08-31,2026,Summer,3,8,August,31,Monday,36,No,2026 Summer
20260901,2026-09-01,2026,Summer,3,9,September,1,Tuesday,36,No,2026 Summer
20260902,2026-09-02,2026,Summer,3,9,September,2,Wednesday,36,No,2026 Summer
20260903,2026-09-03,2026,Summer,3,9,September,3,Thursday,36,No,2026 Summer
20260904,2026-09-04,2026,Summer,3,9,September,4,Friday,36,No,2026 Summer
20260905,2026-09-05,2026,Summer,3,9,September,5,Saturday,36,Yes,2026 Summer
20260906,2026-09-06,2026,Summer,3,9,September,6,Sunday,36,Yes,2026 Summer
20260907,2026-09-07,2026,Summer,3,9,September,7,Monday,37,No,2026 Summer
20260908,2026-09-08,2026,Summer,3,9,September,8,Tuesday,37,No,2026 Summer
20260909,2026-09-09,2026,Summer,3,9,September,9,Wednesday,37,No,2026 Summer
20260910,2026-09-10,2026,Summer,3,9,September,10,Thursday,37,No,2026 Summer
20260911,2026-09-11,2026,Summer,3,9,September,11,Friday,37,No,2026 Summer
20260912,2026-09-12,2026,Summer,3,9,September,12,Saturday,37,Yes,2026 Summer
20260913,2026-09-13,2026,Summer,3,9,September,13,Sunday,37,Yes,2026 Summer
20260914,2026-09-14,2026,Summer,3,9,September,14,Monday,38,No,2026 Summer
20260915,2026-09-15,2026,Summer,3,9,September,15,Tuesday,38,No,2026 Summer
20260916,2026-09-16,2026,Summer,3,9,September,16,Wednesday,38,No,2026 Summer
20260917,2026-09-17,2026,Summer,3,9,September,17,Thursday,38,No,2026 Summer
20260918,2026-09-18,2026,Summer,3,9,September,18,Friday,38,No,2026 Summer
20260919,2026-09-19,2026,Summer,3,9,September,19,Saturday,38,Yes,2026 Summer
20260920,2026-09-20,2026,Summer,3,9,September,20,Sunday,38,Yes,2026 Summer
20260921,2026-09-21,2026,Summer,3,9,September,21,Monday,39,No,2026 Summer
20260922,2026-09-22,2026,Summer,3,9,September,22,Tuesday,39,No,2026 Summer
20260923,2026-09-23,2026,Summer,3,9,September,23,Wednesday,39,No,2026 Summer
20260924,2026-09-24,2026,Summer,3,9,September,24,Thursday,39,No,2026 Summer
20260925,2026-09-25,2026,Summer,3,9,September,25,Friday,39,No,2026 Summer
20260926,2026-09-26,2026,Summer,3,9,September,26,Saturday,39,Yes,2026 Summer
20260927,2026-09-27,2026,Summer,3,9,September,27,Sunday,39,Yes,2026 Summer
20260928,2026-09-28,2026,Summer,3,9,September,28,Monday,40,No,2026 Summer
20260929,2026-09-29,2026,Summer,3,9,September,29,Tuesday,40,No,2026 Summer
20260930,2026-09-30,2026,Summer,3,9,September,30,Wednesday,40,No,2026 Summer
20261001,2026-10-01,2026,Fall,4,10,October,1,Thursday,40,No,2026 Fall
20261002,2026-10-02,2026,Fall,4,10,October,2,Friday,40,No,2026 Fall
20261003,2026-10-03,2026,Fall,4,10,October,3,Saturday,40,Yes,2026 Fall
20261004,2026-10-04,2026,Fall,4,10,October,4,Sunday,40,Yes,2026 Fall
20261005,2026-10-05,2026,Fall,4,10,October,5,Monday,41,No,2026 Fall
20261006,2026-10-06,2026,Fall,4,10,October,6,Tuesday,41,No,2026 Fall
20261007,2026-10-07,2026,Fall,4,10,October,7,Wednesday,41,No,2026 Fall
20261008,2026-10-08,2026,Fall,4,10,October,8,Thursday,41,No,2026 Fall
20261009,2026-10-09,2026,Fall,4,10,October,9,Friday,41,No,2026 Fall
20261010,2026-10-10,2026,Fall,4,10,October,10,Saturday,41,Yes,2026 Fall
20261011,2026-10-11,2026,Fall,4,10,October,11,Sunday,41,Yes,2026 Fall
20261012,2026-10-12,2026,Fall,4,10,October,12,Monday,42,No,2026 Fall
20261013,2026-10-13,2026,Fall,4,10,October,13,Tuesday,42,No,2026 Fall
20261014,2026-10-14,2026,Fall,4,10,October,14,Wednesday,42,No,2026 Fall
20261015,2026-10-15,2026,Fall,4,10,October,15,Thursday,42,No,2026 Fall
20261016,2026-10-16,2026,Fall,4,10,October,16,Friday,42,No,2026 Fall
20261017,2026-10-17,2026,Fall,4,10,October,17,Saturday,42,Yes,2026 Fall
20261018,2026-10-18,2026,Fall,4,10,October,18,Sunday,42,Yes,2026 Fall
20261019,2026-10-19,2026,Fall,4,10,October,19,Monday,43,No,2026 Fall
20261020,2026-10-20,2026,Fall,4,10,October,20,Tuesday,43,No,2026 Fall
20261021,2026-10-21,2026,Fall,4,10,October,21,Wednesday,43,No,2026 Fall
20261022,2026-10-22,2026,Fall,4,10,October,22,Thursday,43,No,2026 Fall
20261023,2026-10-23,2026,Fall,4,10,October,23,Friday,43,No,2026 Fall
20261024,2026-10-24,2026,Fall,4,10,October,24,Saturday,43,Yes,2026 Fall
20261025,2026-10-25,2026,Fall,4,10,October,25,Sunday,43,Yes,2026 Fall
20261026,2026-10-26,2026,Fall,4,10,October,26,Monday,44,No,2026 Fall
20261027,2026-10-27,2026,Fall,4,10,October,27,Tuesday,44,No,2026 Fall
20261028,2026-10-28,2026,Fall,4,10,October,28,Wednesday,44,No,2026 Fall
20261029,2026-10-29,2026,Fall,4,10,October,29,Thursday,44,No,2026 Fall
20261030,2026-10-30,2026,Fall,4,10,October,30,Friday,44,No,2026 Fall
20261031,2026-10-31,2026,Fall,4,10,October,31,Saturday,44,Yes,2026 Fall
20261101,2026-11-01,2026,Fall,4,11,November,1,Sunday,44,Yes,2026 Fall
20261102,2026-11-02,2026,Fall,4,11,November,2,Monday,45,No,2026 Fall
20261103,2026-11-03,2026,Fall,4,11,November,3,Tuesday,45,No,2026 Fall
20261104,2026-11-04,2026,Fall,4,11,November,4,Wednesday,45,No,2026 Fall
20261105,2026-11-05,2026,Fall,4,11,November,5,Thursday,45,No,2026 Fall
20261106,2026-11-06,2026,Fall,4,11,November,6,Friday,45,No,2026 Fall
20261107,2026-11-07,2026,Fall,4,11,November,7,Saturday,45,Yes,2026 Fall
20261108,2026-11-08,2026,Fall,4,11,November,8,Sunday,45,Yes,2026 Fall
20261109,2026-11-09,2026,Fall,4,11,November,9,Monday,46,No,2026 Fall
20261110,2026-11-10,2026,Fall,4,11,November,10,Tuesday,46,No,2026 Fall
20261111,2026-11-11,2026,Fall,4,11,November,11,Wednesday,46,No,2026 Fall
20261112,2026-11-12,2026,Fall,4,11,November,12,Thursday,46,No,2026 Fall
20261113,2026-11-13,2026,Fall,4,11,November,13,Friday,46,No,2026 Fall
20261114,2026-11-14,2026,Fall,4,11,November,14,Saturday,46,Yes,2026 Fall
20261115,2026-11-15,2026,Fall,4,11,November,15,Sunday,46,Yes,2026 Fall
20261116,2026-11-16,2026,Fall,4,11,November,16,Monday,47,No,2026 Fall
20261117,2026-11-17,2026,Fall,4,11,November,17,Tuesday,47,No,2026 Fall
20261118,2026-11-18,2026,Fall,4,11,November,18,Wednesday,47,No,2026 Fall
20261119,2026-11-19,2026,Fall,4,11,November,19,Thursday,47,No,2026 Fall
20261120,2026-11-20,2026,Fall,4,11,November,20,Friday,47,No,2026 Fall
20261121,2026-11-21,2026,Fall,4,11,November,21,Saturday,47,Yes,2026 Fall
20261122,2026-11-22,2026,Fall,4,11,November,22,Sunday,47,Yes,2026 Fall
20261123,2026-11-23,2026,Fall,4,11,November,23,Monday,48,No,2026 Fall
20261124,2026-11-24,2026,Fall,4,11,November,24,Tuesday,48,No,2026 Fall
20261125,2026-11-25,2026,Fall,4,11,November,25,Wednesday,48,No,2026 Fall
20261126,2026-11-26,2026,Fall,4,11,November,26,Thursday,48,No,2026 Fall
20261127,2026-11-27,2026,Fall,4,11,November,27,Friday,48,No,2026 Fall
20261128,2026-11-28,2026,Fall,4,11,November,28,Saturday,48,Yes,2026 Fall
20261129,2026-11-29,2026,Fall,4,11,November,29,Sunday,48,Yes,2026 Fall
20261130,2026-11-30,2026,Fall,4,11,November,30,Monday,49,No,2026 Fall
20261201,2026-12-01,2026,Fall,4,12,December,1,Tuesday,49,No,2026 Fall
20261202,2026-12-02,2026,Fall,4,12,December,2,Wednesday,49,No,2026 Fall
20261203,2026-12-03,2026,Fall,4,12,December,3,Thursday,49,No,2026 Fall
20261204,2026-12-04,2026,Fall,4,12,December,4,Friday,49,No,2026 Fall
20261205,2026-12-05,2026,Fall,4,12,December,5,Saturday,49,Yes,2026 Fall
20261206,2026-12-06,2026,Fall,4,12,December,6,Sunday,49,Yes,2026 Fall
20261207,2026-12-07,2026,Fall,4,12,December,7,Monday,50,No,2026 Fall
20261208,2026-12-08,2026,Fall,4,12,December,8,Tuesday,50,No,2026 Fall
20261209,2026-12-09,2026,Fall,4,12,December,9,Wednesday,50,No,2026 Fall
20261210,2026-12-10,2026,Fall,4,12,December,10,Thursday,50,No,2026 Fall
20261211,2026-12-11,2026,Fall,4,12,December,11,Friday,50,No,2026 Fall
20261212,2026-12-12,2026,Fall,4,12,December,12,Saturday,50,Yes,2026 Fall
20261213,2026-12-13,2026,Fall,4,12,December,13,Sunday,50,Yes,2026 Fall
20261214,2026-12-14,2026,Fall,4,12,December,14,Monday,51,No,2026 Fall
20261215,2026-12-15,2026,Fall,4,12,December,15,Tuesday,51,No,2026 Fall
20261216,2026-12-16,2026,Fall,4,12,December,16,Wednesday,51,No,2026 Fall
20261217,2026-12-17,2026,Fall,4,12,December,17,Thursday,51,No,2026 Fall
