youth_id,assessment_date,literacy_score,digital_learning_completion
Y0872,2023-01-15,64,52
Y0873,2023-01-15,61,60
Y0874,2023-01-15,59,40
Y0875,2023-01-15,69,66
Y0876,2023-01-15,68,64
Y0877,2023-01-15,67,60
Y0878,2023-01-15,62,49
Y0879,2023-01-15,65,60
Y0880,2023-01-15,85,68
Y0881,2023-01-15,57,37
Y0882,2023-01-15,81,78
Y0883,2023-01-15,52,49
Y0884,2023-01-15,64,54
Y0885,2023-01-15,58,57
Y0886,2023-01-15,75,73
Y0887,2023-01-15,81,69
Y0888,2023-01-15,84,83
Y0889,2023-01-15,74,56
Y0890,2023-01-15,75,73
Y0891,2023-01-15,74,64
Y0892,2023-01-15,83,70
Y0893,2023-01-15,69,59
Y0894,2023-01-15,60,59
Y0895,2023-01-15,65,50
Y0896,2023-01-15,73,60
Y0897,2023-01-15,64,54
Y0898,2023-01-15,59,53
Y0899,2023-01-15,57,51
Y0900,2023-01-15,67,54
Y0901,2023-01-15,64,45
Y0902,2023-01-15,72,61
Y0903,2023-01-15,66,48
Y0904,2023-01-15,74,56
Y0905,2023-01-15,74,61
Y0906,2023-01-15,64,51
Y0907,2023-01-15,53,37
Y0908,2023-01-15,53,47
Y0909,2023-01-15,73,67
Y0910,2023-01-15,73,55
Y0911,2023-01-15,70,64
Y0912,2023-01-15,60,58
Y0913,2023-01-15,72,63
Y0914,2023-01-15,82,78
Y0915,2023-01-15,61,60
Y0916,2023-01-15,58,46
Y0917,2023-01-15,67,56
Y0918,2023-01-15,71,52
Y0919,2023-01-15,67,63
Y0920,2023-01-15,65,57
Y0921,2023-01-15,80,76
Y0922,2023-01-15,74,68
Y0923,2023-01-15,63,59
Y0924,2023-01-15,73,64
Y0925,2023-01-15,84,64
Y0926,2023-01-15,55,37
Y0927,2023-01-15,76,63
Y0928,2023-01-15,77,61
Y0929,2023-01-15,79,75
Y0930,2023-01-15,52,43
Y0931,2023-01-15,85,66
Y0932,2023-01-15,67,61
Y0933,2023-01-15,74,70
Y0934,2023-01-15,70,56
Y0935,2023-01-15,58,49
Y0936,2023-01-15,71,62
Y0937,2023-01-15,59,46
Y0938,2023-01-15,69,55
Y0939,2023-01-15,64,46
Y0940,2023-01-15,80,67
Y0941,2023-01-15,68,65
Y0942,2023-01-15,78,78
Y0943,2023-01-15,75,59
Y0944,2023-01-15,61,61
Y0945,2023-01-15,82,77
Y0946,2023-01-15,81,69
Y0947,2023-01-15,62,49
Y0948,2023-01-15,65,57
Y0949,2023-01-15,77,57
Y0950,2023-01-15,62,48
Y0951,2023-01-15,74,63
Y0952,2023-01-15,77,60
Y0953,2023-01-15,59,58
Y0954,2023-01-15,63,54
Y0955,2023-01-15,72,66
Y0956,2023-01-15,65,61
Y0957,2023-01-15,64,58
Y0958,2023-01-15,67,50
Y0959,2023-01-15,57,38
Y0960,2023-01-15,76,65
Y0961,2023-01-15,68,62
Y0962,2023-01-15,80,73
Y0963,2023-01-15,63,55
Y0964,2023-01-15,83,64
Y0965,2023-01-15,60,60
Y0966,2023-01-15,68,59
Y0967,2023-01-15,71,54
Y0968,2023-01-15,70,66
Y0969,2023-01-15,57,50
Y0970,2023-01-15,71,62
Y0971,2023-01-15,69,50
Y0972,2023-01-15,79,73
Y0973,2023-01-15,63,54
Y0974,2023-01-15,64,62
Y0975,2023-01-15,60,56
Y0976,2023-01-15,64,44
Y0977,2023-01-15,78,78
Y0978,2023-01-15,69,63
Y0979,2023-01-15,70,61
Y0980,2023-01-15,77,70
Y0981,2023-01-15,71,60
Y0982,2023-01-15,77,74
Y0983,2023-01-15,67,54
Y0984,2023-01-15,75,57
Y0985,2023-01-15,80,72
Y0986,2023-01-15,65,46
Y0987,2023-01-15,69,64
Y0988,2023-01-15,75,75
Y0989,2023-01-15,74,64
Y0990,2023-01-15,68,67
Y0991,2023-01-15,58,58
Y0992,2023-01-15,64,47
Y0993,2023-01-15,80,78
Y0994,2023-01-15,78,63
Y0995,2023-01-15,60,42
Y0996,2023-01-15,56,46
Y0997,2023-01-15,63,55
Y0998,2023-01-15,69,57
Y0999,2023-01-15,66,51
Y1000,2023-01-15,75,69
Y1001,2023-01-15,74,71
Y1002,2023-01-15,85,82
Y1003,2023-01-15,79,72
Y1004,2023-01-15,82,79
Y1005,2023-01-15,66,51
Y1006,2023-01-15,62,55
Y1007,2023-01-15,55,47
Y1008,2023-01-15,62,62
Y1009,2023-01-15,82,67
Y1010,2023-01-15,61,51
Y1011,2023-01-15,52,35
Y1012,2023-01-15,75,69
Y1013,2023-01-15,62,55
Y1014,2023-01-15,60,51
Y1015,2023-01-15,64,47
Y1016,2023-01-15,64,54
Y1017,2023-01-15,56,37
Y1018,2023-01-15,73,57
Y1019,2023-01-15,72,62
Y1020,2023-01-15,84,82
Y1021,2023-01-15,55,44
Y1022,2023-01-15,80,62
Y1023,2023-01-15,66,51
Y1024,2023-01-15,70,59
Y1025,2023-01-15,79,63
Y1026,2023-01-15,64,51
Y1027,2023-01-15,64,57
Y1028,2023-01-15,70,68
Y1029,2023-01-15,79,79
Y1030,2023-01-15,75,67
Y1031,2023-01-15,59,59
Y1032,2023-01-15,65,63
Y1033,2023-01-15,62,42
Y1034,2023-01-15,81,61
Y1035,2023-01-15,58,42
Y1036,2023-01-15,69,67
Y1037,2023-01-15,55,41
Y1038,2023-01-15,60,41
Y1039,2023-01-15,71,59
Y1040,2023-01-15,65,56
Y1041,2023-01-15,55,46
Y1042,2023-01-15,57,57
Y1043,2023-01-15,63,56
Y1044,2023-01-15,77,63
Y1045,2023-01-15,80,71
Y1046,2023-01-15,74,58
Y1047,2023-01-15,58,41
Y1048,2023-01-15,72,61
Y1049,2023-01-15,66,62
Y1050,2023-01-15,66,54
Y1051,2023-01-15,66,63
Y1052,2023-01-15,67,52
Y1053,2023-01-15,75,57
Y1054,2023-01-15,56,44
Y1055,2023-01-15,65,53
Y1056,2023-01-15,66,54
Y1057,2023-01-15,70,52
Y1058,2023-01-15,67,52
Y1059,2023-01-15,61,61
Y1060,2023-01-15,63,51
Y1061,2023-01-15,60,41
Y1062,2023-01-15,60,51
Y1063,2023-01-15,69,58
Y1064,2023-01-15,77,58
Y1065,2023-01-15,72,63
Y1066,2023-01-15,74,71
Y1067,2023-01-15,62,42
Y1068,2023-01-15,69,53
Y1069,2023-01-15,79,63
Y1070,2023-01-15,57,38
Y1071,2023-01-15,70,51
Y1072,2023-01-15,72,68
Y1073,2023-01-15,65,59
Y1074,2023-01-15,83,68
Y1075,2023-01-15,77,66
Y1076,2023-01-15,66,60
Y1077,2023-01-15,60,42
Y1078,2023-01-15,61,56
Y1079,2023-01-15,75,69
Y1080,2023-01-15,74,55
Y1081,2023-01-15,72,72
Y1082,2023-01-15,73,53
Y1083,2023-01-15,77,69
Y1084,2023-01-15,61,53
Y1085,2023-01-15,76,73
Y1086,2023-01-15,59,53
Y1087,2023-01-15,62,51
Y1088,2023-01-15,75,62
Y1089,2023-01-15,65,51
Y1090,2023-01-15,71,63
Y1091,2023-01-15,57,48
Y1092,2023-01-15,77,60
Y1093,2023-01-15,69,61
Y1094,2023-01-15,64,61
Y1095,2023-01-15,67,50
Y1096,2023-01-15,77,63
Y1097,2023-01-15,68,66
Y1098,2023-01-15,84,84
Y1099,2023-01-15,72,65
Y1100,2023-01-15,68,67
Y1101,2023-01-15,70,61
Y1102,2023-01-15,59,46
Y1103,2023-01-15,80,66
Y1104,2023-01-15,75,72
Y1105,2023-01-15,77,70
Y1106,2023-01-15,57,41
Y1107,2023-01-15,64,62
Y1108,2023-01-15,57,48
Y1109,2023-01-15,76,62
Y1110,2023-01-15,68,68
Y1111,2023-01-15,56,46
Y1112,2023-01-15,66,56
Y1113,2023-01-15,80,67
Y1114,2023-01-15,54,41
Y1115,2023-01-15,73,55
Y1116,2023-01-15,56,52
Y1117,2023-01-15,80,68
Y1118,2023-01-15,70,66
Y1119,2023-01-15,59,46
Y1120,2023-01-15,82,79
Y1121,2023-01-15,67,59
Y1122,2023-01-15,70,54
Y1123,2023-01-15,72,62
Y1124,2023-01-15,59,39
Y1125,2023-01-15,63,52
Y1126,2023-01-15,68,54
Y1127,2023-01-15,72,61
Y1128,2023-01-15,67,61
Y1129,2023-01-15,82,71
Y1130,2023-01-15,61,50
Y1131,2023-01-15,69,67
Y1132,2023-01-15,67,65
Y1133,2023-01-15,67,64
Y1134,2023-01-15,61,43
Y1135,2023-01-15,58,44
Y1136,2023-01-15,56,38
Y1137,2023-01-15,65,55
Y1138,2023-01-15,71,70
Y1139,2023-01-15,60,42
Y1140,2023-01-15,62,55
Y1141,2023-01-15,72,70
Y1142,2023-01-15,83,65
Y1143,2023-01-15,76,61
Y1144,2023-01-15,63,62
Y1145,2023-01-15,84,83
Y1146,2023-01-15,70,62
Y1147,2023-01-15,62,59
Y1148,2023-01-15,60,51
Y1149,2023-01-15,86,86
Y1150,2023-01-15,77,74
Y1151,2023-01-15,64,44
Y1152,2023-01-15,70,54
Y1153,2023-01-15,70,59
Y1154,2023-01-15,65,56
Y1155,2023-01-15,75,68
Y1156,2023-01-15,61,44
Y1157,2023-01-15,64,50
Y1158,2023-01-15,57,40
Y1159,2023-01-15,66,52
Y1160,2023-01-15,55,44
Y1161,2023-01-15,72,53
Y1162,2023-01-15,64,54
Y1163,2023-01-15,54,38
Y1164,2023-01-15,72,52
Y1165,2023-01-15,74,69
Y1166,2023-01-15,64,54
Y1167,2023-01-15,83,79
Y1168,2023-01-15,67,49
Y1169,2023-01-15,52,36
Y1170,2023-01-15,65,51
Y1171,2023-01-15,70,70
Y1172,2023-01-15,64,47
Y1173,2023-01-15,53,49
Y1174,2023-01-15,67,48
Y1175,2023-01-15,69,60
Y1176,2023-01-15,63,55
Y1177,2023-01-15,82,77
Y1178,2023-01-15,66,47
Y1179,2023-01-15,57,56
Y1180,2023-01-15,60,44
Y1181,2023-01-15,65,59
Y1182,2023-01-15,77,58
Y1183,2023-01-15,65,58
Y1184,2023-01-15,82,71
Y1185,2023-01-15,78,78
Y1186,2023-01-15,68,51
Y1187,2023-01-15,76,62
Y1188,2023-01-15,69,66
Y1189,2023-01-15,81,74
Y1190,2023-01-15,69,63
Y1191,2023-01-15,65,55
Y1192,2023-01-15,75,74
Y1193,2023-01-15,70,53
Y1194,2023-01-15,62,46
Y1195,2023-01-15,75,55
Y1196,2023-01-15,74,61
Y1197,2023-01-15,69,51
Y1198,2023-01-15,80,60
Y1199,2023-01-15,66,60
Y1200,2023-01-15,68,56
Y1201,2023-01-15,56,36
Y1202,2023-01-15,59,46
Y1203,2023-01-15,77,68
Y1204,2023-01-15,60,44
Y1205,2023-01-15,57,49
Y1206,2023-01-15,60,46
Y1207,2023-01-15,82,66
Y1208,2023-01-15,67,62
Y1209,2023-01-15,83,66
Y1210,2023-01-15,72,62
Y1211,2023-01-15,69,62
Y1212,2023-01-15,74,68
Y1213,2023-01-15,63,47
Y1214,2023-01-15,62,54
Y1215,2023-01-15,81,71
Y1216,2023-01-15,70,63
Y1217,2023-01-15,73,71
Y1218,2023-01-15,54,36
Y1219,2023-01-15,57,53
Y1220,2023-01-15,58,39
Y1221,2023-01-15,83,66
Y1222,2023-01-15,79,69
Y1223,2023-01-15,79,70
Y1224,2023-01-15,74,56
Y1225,2023-01-15,62,52
Y1226,2023-01-15,73,62
Y1227,2023-01-15,77,58
Y1228,2023-01-15,57,49
Y1229,2023-01-15,65,53
Y1230,2023-01-15,78,65
Y1231,2023-01-15,65,55
Y1232,2023-01-15,62,49
Y1233,2023-01-15,60,50
Y1234,2023-01-15,73,55
Y1235,2023-01-15,56,50
Y1236,2023-01-15,72,71
Y1237,2023-01-15,75,66
Y1238,2023-01-15,71,58
Y1239,2023-01-15,63,50
Y1240,2023-01-15,68,64
Y1241,2023-01-15,58,49
Y1242,2023-01-15,58,58
Y1243,2023-01-15,70,55
Y1244,2023-01-15,72,70
Y1245,2023-01-15,53,46
Y1246,2023-01-15,64,62
Y1247,2023-01-15,75,68
Y1248,2023-01-15,65,53
Y1249,2023-01-15,73,71
Y1250,2023-01-15,69,60
Y1251,2023-01-15,58,57
Y1252,2023-01-15,76,64
Y1253,2023-01-15,59,46
Y1254,2023-01-15,70,52
Y1255,2023-01-15,58,43
Y1256,2023-01-15,68,58
Y1257,2023-01-15,84,65
Y1258,2023-01-15,79,63
Y1259,2023-01-15,83,72
Y1260,2023-01-15,70,61
Y1261,2023-01-15,73,59
Y1262,2023-01-15,63,50
Y1263,2023-01-15,74,58
Y1264,2023-01-15,71,62
Y1265,2023-01-15,68,63
Y1266,2023-01-15,64,55
Y1267,2023-01-15,69,67
Y1268,2023-01-15,81,71
Y1269,2023-01-15,69,57
Y1270,2023-01-15,59,49
Y1271,2023-01-15,76,74
Y1272,2023-01-15,60,54
Y1273,2023-01-15,69,61
Y1274,2023-01-15,64,54
Y1275,2023-01-15,66,56
Y1276,2023-01-15,62,51
Y1277,2023-01-15,70,63
Y1278,2023-01-15,64,60
Y1279,2023-01-15,67,50
Y1280,2023-01-15,84,84
Y1281,2023-01-15,67,55
Y1282,2023-01-15,62,51
Y1283,2023-01-15,72,66
Y1284,2023-01-15,83,75
Y1285,2023-01-15,61,44
Y1286,2023-01-15,74,66
Y1287,2023-01-15,65,49
Y1288,2023-01-15,67,63
Y1289,2023-01-15,75,67
Y1290,2023-01-15,80,74
Y1291,2023-01-15,62,60
Y1292,2023-01-15,79,71
Y1293,2023-01-15,61,56
Y1294,2023-01-15,67,48
Y1295,2023-01-15,75,65
Y1296,2023-01-15,54,35
Y1297,2023-01-15,78,66
Y1298,2023-01-15,68,53
Y1299,2023-01-15,67,59
Y1300,2023-01-15,64,62
Y1301,2023-01-15,74,57
Y1302,2023-01-15,58,45
Y1303,2023-01-15,80,61
Y1304,2023-01-15,67,54
Y1305,2023-01-15,69,57
Y1306,2023-01-15,82,79
Y1307,2023-01-15,74,66
Y1308,2023-01-15,68,50
Y1309,2023-01-15,67,51
Y1310,2023-01-15,68,66
Y1311,2023-01-15,73,61
Y1312,2023-01-15,73,63
Y1313,2023-01-15,60,50
Y1314,2023-01-15,73,65
Y1315,2023-01-15,62,51
Y1316,2023-01-15,67,56
Y1317,2023-01-15,65,45
Y1318,2023-01-15,62,61
Y1319,2023-01-15,83,70
Y1320,2023-01-15,79,65
Y1321,2023-01-15,67,64
Y1322,2023-01-15,72,68
Y1323,2023-01-15,67,50
Y1324,2023-01-15,72,58
Y1325,2023-01-15,65,47
Y1326,2023-01-15,69,56
Y1327,2023-01-15,63,44
Y1328,2023-01-15,71,57
Y1329,2023-01-15,67,55
Y1330,2023-01-15,59,45
Y1331,2023-01-15,66,47
Y1332,2023-01-15,65,65
Y1333,2023-01-15,61,47
Y1334,2023-01-15,73,68
Y1335,2023-01-15,81,65
Y1336,2023-01-15,53,44
Y1337,2023-01-15,68,59
Y1338,2023-01-15,72,53
Y1339,2023-01-15,70,52
Y1340,2023-01-15,68,60
Y1341,2023-01-15,74,61
Y1342,2023-01-15,59,45
Y1343,2023-01-15,74,58
Y1344,2023-01-15,56,41
Y1345,2023-01-15,70,57
Y1346,2023-01-15,74,54
Y1347,2023-01-15,75,65
Y1348,2023-01-15,74,54
Y1349,2023-01-15,73,58
Y1350,2023-01-15,63,57
Y1351,2023-01-15,65,62
Y1352,2023-01-15,64,53
Y1353,2023-01-15,73,67
Y1354,2023-01-15,74,71
Y1355,2023-01-15,56,48
Y1356,2023-01-15,62,50
Y1357,2023-01-15,66,54
Y1358,2023-01-15,65,60
Y1359,2023-01-15,54,34
Y1360,2023-01-15,58,41
Y1361,2023-01-15,81,79
Y1362,2023-01-15,73,66
Y1363,2023-01-15,69,49
Y1364,2023-01-15,74,56
Y1365,2023-01-15,79,60
Y1366,2023-01-15,76,65
Y1367,2023-01-15,71,62
Y1368,2023-01-15,65,53
Y1369,2023-01-15,70,52
Y1370,2023-01-15,82,82
Y1371,2023-01-15,74,64
Y1372,2023-01-15,79,71
Y1373,2023-01-15,62,57
Y1374,2023-01-15,70,51
Y1375,2023-01-15,73,54
Y1376,2023-01-15,73,56
Y1377,2023-01-15,60,47
Y1378,2023-01-15,80,73
Y1379,2023-01-15,63,44
Y1380,2023-01-15,75,68
Y1381,2023-01-15,68,55
Y1382,2023-01-15,78,68
Y1383,2023-01-15,60,52
Y1384,2023-01-15,70,52
Y1385,2023-01-15,67,57
Y1386,2023-01-15,61,53
Y1387,2023-01-15,64,63
Y1388,2023-01-15,60,57
Y1389,2023-01-15,62,53
Y1390,2023-01-15,64,45
Y1391,2023-01-15,58,49
Y1392,2023-01-15,72,64
Y1393,2023-01-15,81,71
Y1394,2023-01-15,78,67
Y1395,2023-01-15,59,48
Y1396,2023-01-15,59,43
Y1397,2023-01-15,83,80
Y1398,2023-01-15,62,55
Y1399,2023-01-15,74,58
Y1400,2023-01-15,77,64
Y1401,2023-01-15,58,48
Y1402,2023-01-15,70,59
Y1403,2023-01-15,73,72
Y1404,2023-01-15,82,76
Y1405,2023-01-15,71,64
Y1406,2023-01-15,73,60
Y1407,2023-01-15,72,58
Y1408,2023-01-15,66,64
Y1409,2023-01-15,73,58
Y1410,2023-01-15,72,63
Y1411,2023-01-15,83,77
Y1412,2023-01-15,73,59
Y1413,2023-01-15,80,70
Y1414,2023-01-15,62,47
Y1415,2023-01-15,84,84
Y1416,2023-01-15,64,64
Y1417,2023-01-15,62,60
Y1418,2023-01-15,82,66
Y1419,2023-01-15,59,57
Y1420,2023-01-15,71,58
Y1421,2023-01-15,77,70
Y1422,2023-01-15,66,60
Y1423,2023-01-15,70,70
Y1424,2023-01-15,77,72
Y1425,2023-01-15,69,60
Y1426,2023-01-15,65,52
Y1427,2023-01-15,69,67
Y1428,2023-01-15,61,49
Y1429,2023-01-15,82,81
Y1430,2023-01-15,58,54
Y1431,2023-01-15,57,55
Y1432,2023-01-15,67,60
Y1433,2023-01-15,67,50
Y1434,2023-01-15,63,57
Y1435,2023-01-15,76,59
Y1436,2023-01-15,63,53
Y1437,2023-01-15,83,65
Y1438,2023-01-15,69,66
Y1439,2023-01-15,78,73
Y1440,2023-01-15,77,58
Y1441,2023-01-15,66,46
Y1442,2023-01-15,58,49
Y1443,2023-01-15,71,53
Y1444,2023-01-15,67,66
Y1445,2023-01-15,71,61
Y1446,2023-01-15,58,49
Y1447,2023-01-15,68,54
Y1448,2023-01-15,62,59
Y1449,2023-01-15,84,66
Y1450,2023-01-15,74,62
Y1451,2023-01-15,77,61
Y1452,2023-01-15,77,72
Y1453,2023-01-15,63,44
Y1454,2023-01-15,67,57
Y1455,2023-01-15,64,55
Y1456,2023-01-15,71,62
Y1457,2023-01-15,62,46
Y1458,2023-01-15,71,64
Y1459,2023-01-15,55,53
Y1460,2023-01-15,60,48
Y1461,2023-01-15,72,53
Y1462,2023-01-15,69,52
Y1463,2023-01-15,71,67
Y1464,2023-01-15,58,41
Y1465,2023-01-15,79,63
Y1466,2023-01-15,60,48
Y1467,2023-01-15,64,47
Y1468,2023-01-15,66,64
Y1469,2023-01-15,63,46
Y1470,2023-01-15,75,67
Y1471,2023-01-15,66,58
Y1472,2023-01-15,77,61
Y1473,2023-01-15,85,66
Y1474,2023-01-15,63,56
Y1475,2023-01-15,56,36
Y1476,2023-01-15,68,59
Y1477,2023-01-15,59,44
Y1478,2023-01-15,62,44
Y1479,2023-01-15,80,73
Y1480,2023-01-15,71,57
Y1481,2023-01-15,64,57
Y1482,2023-01-15,78,66
Y1483,2023-01-15,80,63
Y1484,2023-01-15,66,51
Y1485,2023-01-15,69,57
Y1486,2023-01-15,70,68
Y1487,2023-01-15,64,63
Y1488,2023-01-15,76,65
Y1489,2023-01-15,61,48
Y1490,2023-01-15,84,74
Y1491,2023-01-15,63,61
Y1492,2023-01-15,78,67
Y1493,2023-01-15,71,68
Y1494,2023-01-15,69,52
Y1495,2023-01-15,68,58
Y1496,2023-01-15,75,67
Y1497,2023-01-15,65,52
Y1498,2023-01-15,78,66
Y1499,2023-01-15,62,55
Y1500,2023-01-15,59,51
Y0001,2023-04-15,74,70
Y0002,2023-04-15,60,45
Y0003,2023-04-15,59,43
Y0004,2023-04-15,64,64
Y0005,2023-04-15,51,41
Y0006,2023-04-15,53,42
Y0007,2023-04-15,57,47
Y0008,2023-04-15,69,52
Y0009,2023-04-15,73,70
Y0010,2023-04-15,60,52
Y0011,2023-04-15,67,61
Y0012,2023-04-15,63,57
Y0013,2023-04-15,54,50
Y0014,2023-04-15,58,44
Y0015,2023-04-15,68,51
Y0016,2023-04-15,62,43
Y0017,2023-04-15,74,63
Y0018,2023-04-15,69,57
Y0019,2023-04-15,64,64
Y0020,2023-04-15,62,47
Y0021,2023-04-15,60,48
Y0022,2023-04-15,67,53
Y0023,2023-04-15,75,74
Y0024,2023-04-15,63,47
Y0025,2023-04-15,65,48
Y0026,2023-04-15,71,56
Y0027,2023-04-15,58,48
Y0028,2023-04-15,66,58
Y0029,2023-04-15,59,43
Y0030,2023-04-15,67,64
Y0031,2023-04-15,76,74
Y0032,2023-04-15,60,60
Y0033,2023-04-15,68,48
Y0034,2023-04-15,75,59
Y0035,2023-04-15,60,47
Y0036,2023-04-15,70,60
Y0037,2023-04-15,53,34
Y0038,2023-04-15,60,58
Y0039,2023-04-15,82,76
Y0040,2023-04-15,81,77
Y0041,2023-04-15,59,45
Y0042,2023-04-15,50,37
Y0043,2023-04-15,72,62
Y0044,2023-04-15,60,60
Y0045,2023-04-15,74,70
Y0046,2023-04-15,75,71
Y0047,2023-04-15,54,41
Y0048,2023-04-15,72,64
Y0049,2023-04-15,82,81
Y0050,2023-04-15,69,52
Y0051,2023-04-15,75,65
Y0052,2023-04-15,74,58
Y0053,2023-04-15,66,65
Y0054,2023-04-15,63,46
Y0055,2023-04-15,82,64
Y0056,2023-04-15,79,65
Y0057,2023-04-15,62,60
Y0058,2023-04-15,75,67
Y0059,2023-04-15,80,62
Y0060,2023-04-15,75,55
Y0061,2023-04-15,76,70
Y0062,2023-04-15,76,71
Y0063,2023-04-15,58,38
Y0064,2023-04-15,56,36
Y0065,2023-04-15,77,67
Y0066,2023-04-15,58,49
Y0067,2023-04-15,74,74
Y0068,2023-04-15,71,58
Y0069,2023-04-15,59,58
Y0070,2023-04-15,53,41
Y0071,2023-04-15,56,38
Y0072,2023-04-15,55,39
Y0073,2023-04-15,58,41
Y0074,2023-04-15,68,67
Y0075,2023-04-15,58,56
Y0076,2023-04-15,70,63
Y0077,2023-04-15,75,68
Y0078,2023-04-15,72,64
Y0079,2023-04-15,69,54
Y0080,2023-04-15,71,69
Y0081,2023-04-15,69,54
Y0082,2023-04-15,75,60
Y0083,2023-04-15,62,46
Y0084,2023-04-15,61,42
Y0085,2023-04-15,63,58
Y0086,2023-04-15,66,62
Y0087,2023-04-15,79,64
Y0088,2023-04-15,69,50
Y0089,2023-04-15,55,44
Y0090,2023-04-15,57,47
Y0091,2023-04-15,70,62
Y0092,2023-04-15,72,57
Y0093,2023-04-15,74,61
Y0094,2023-04-15,62,54
Y0095,2023-04-15,66,62
Y0096,2023-04-15,74,68
Y0097,2023-04-15,55,55
Y0098,2023-04-15,71,70
Y0099,2023-04-15,74,66
Y0100,2023-04-15,72,59
Y0101,2023-04-15,61,51
Y0102,2023-04-15,66,64
Y0103,2023-04-15,75,68
Y0104,2023-04-15,58,45
Y0105,2023-04-15,63,51
Y0106,2023-04-15,73,72
Y0107,2023-04-15,71,53
Y0108,2023-04-15,69,65
Y0109,2023-04-15,60,52
Y0110,2023-04-15,61,60
Y0111,2023-04-15,56,46
Y0112,2023-04-15,78,62
Y0113,2023-04-15,66,66
Y0114,2023-04-15,63,53
Y0115,2023-04-15,72,71
Y0116,2023-04-15,76,58
Y0117,2023-04-15,60,55
Y0118,2023-04-15,56,41
Y0119,2023-04-15,68,56
Y0120,2023-04-15,54,49
Y0121,2023-04-15,65,63
Y0122,2023-04-15,61,54
Y0123,2023-04-15,77,74
Y0124,2023-04-15,72,63
Y0125,2023-04-15,58,47
Y0126,2023-04-15,55,50
Y0127,2023-04-15,65,52
Y0128,2023-04-15,77,67
Y0129,2023-04-15,70,58
Y0130,2023-04-15,73,57
Y0131,2023-04-15,72,71
Y0132,2023-04-15,60,60
Y0133,2023-04-15,65,49
Y0134,2023-04-15,66,54
Y0135,2023-04-15,63,48
Y0136,2023-04-15,61,54
Y0137,2023-04-15,74,70
Y0138,2023-04-15,71,51
Y0139,2023-04-15,81,71
Y0140,2023-04-15,57,42
Y0141,2023-04-15,67,50
Y0142,2023-04-15,79,63
Y0143,2023-04-15,64,60
Y0144,2023-04-15,78,71
Y0145,2023-04-15,61,57
Y0146,2023-04-15,68,59
Y0147,2023-04-15,65,50
Y0148,2023-04-15,76,71
Y0149,2023-04-15,64,56
Y0150,2023-04-15,63,49
Y0151,2023-04-15,57,57
Y0152,2023-04-15,78,64
Y0153,2023-04-15,69,56
Y0154,2023-04-15,70,53
Y0155,2023-04-15,62,62
Y0156,2023-04-15,63,51
Y0157,2023-04-15,58,46
Y0158,2023-04-15,71,60
Y0159,2023-04-15,79,69
Y0160,2023-04-15,57,45
Y0161,2023-04-15,79,78
Y0162,2023-04-15,55,45
Y0163,2023-04-15,69,55
Y0164,2023-04-15,60,50
Y0165,2023-04-15,62,44
Y0166,2023-04-15,78,59
Y0167,2023-04-15,67,67
Y0168,2023-04-15,68,57
Y0169,2023-04-15,78,74
Y0170,2023-04-15,64,53
Y0171,2023-04-15,62,42
Y0172,2023-04-15,63,44
Y0173,2023-04-15,69,63
Y0174,2023-04-15,72,72
Y0175,2023-04-15,66,47
Y0176,2023-04-15,72,63
Y0177,2023-04-15,69,52
Y0178,2023-04-15,60,56
Y0179,2023-04-15,77,65
Y0180,2023-04-15,62,59
Y0181,2023-04-15,70,58
Y0182,2023-04-15,62,61
Y0183,2023-04-15,66,58
Y0184,2023-04-15,58,51
Y0185,2023-04-15,78,67
Y0186,2023-04-15,75,64
Y0187,2023-04-15,56,43
Y0188,2023-04-15,62,53
Y0189,2023-04-15,62,42
Y0190,2023-04-15,72,58
Y0191,2023-04-15,55,43
Y0192,2023-04-15,72,63
Y0193,2023-04-15,63,62
Y0194,2023-04-15,74,72
Y0195,2023-04-15,74,72
Y0196,2023-04-15,60,53
Y0197,2023-04-15,79,60
Y0198,2023-04-15,53,33
Y0199,2023-04-15,77,64
Y0200,2023-04-15,57,42
Y0201,2023-04-15,59,59
Y0202,2023-04-15,74,67
Y0203,2023-04-15,59,53
Y0204,2023-04-15,76,68
Y0205,2023-04-15,73,71
Y0206,2023-04-15,84,69
Y0207,2023-04-15,74,66
Y0208,2023-04-15,78,69
Y0209,2023-04-15,62,54
Y0210,2023-04-15,80,67
Y0211,2023-04-15,73,60
Y0212,2023-04-15,71,61
Y0213,2023-04-15,70,69
Y0214,2023-04-15,74,57
Y0215,2023-04-15,78,64
Y0216,2023-04-15,76,61
Y0217,2023-04-15,63,52
Y0218,2023-04-15,77,72
Y0219,2023-04-15,72,52
Y0220,2023-04-15,56,47
Y0221,2023-04-15,80,79
Y0222,2023-04-15,51,44
Y0223,2023-04-15,61,52
Y0224,2023-04-15,57,56
Y0225,2023-04-15,64,46
Y0226,2023-04-15,80,68
Y0227,2023-04-15,61,43
Y0228,2023-04-15,74,68
Y0229,2023-04-15,82,78
Y0230,2023-04-15,61,58
Y0231,2023-04-15,68,68
Y0232,2023-04-15,63,53
Y0233,2023-04-15,70,59
Y0234,2023-04-15,74,57
Y0235,2023-04-15,70,63
Y0236,2023-04-15,71,66
Y0237,2023-04-15,60,55
Y0238,2023-04-15,69,52
Y0239,2023-04-15,66,60
Y0240,2023-04-15,76,66
Y0241,2023-04-15,68,63
Y0242,2023-04-15,75,61
Y0243,2023-04-15,58,56
Y0244,2023-04-15,71,51
