SOP Type,SOP Number,Item Number,Item Description,QTY,Unit Cost,Unit Price,Customer Number,Customer Class,Document Status,Item Class Code,Posting Status,Salesperson ID,Void Status
Order,ORDST2161,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2162,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2163,ACCS-HDS-1EAR,Headset-Single Ear,2,38.59,79.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORDST2164,ACCS-HDS-1EAR,Headset-Single Ear,4,38.59,79.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2164,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2165,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2166,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2167,100XLG,Green Phone,4,55.5,59.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,,Unposted,GARY W.,Normal
Order,ORDST2168,100XLG,Green Phone,1,55.5,59.95,METROPOL0001,USA-MNWI-T4,Posted,,Unposted,SANDRA M.,Normal
Order,ORDST2169,HDWR-RNG-0001,Ring Generator,1,669,1339.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2170,REPR-TWO-0002,On-site Repair,5.5,0,34.95,PLAZAONE0001,USA-MNWI-T4,Posted,,Unposted,SANDRA M.,Normal
Order,ORDST2171,PHON-ATT-53WH,Cordless-Attractive 5352-White,1,92.59,189.95,HOLLINGC0001,USA-ILMO-T1,Posted,ATT CORD,Unposted,PAUL W.,Normal
Order,ORDST2172,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,2,4.55,9.95,BREAKTHR0001,CAN-PQMT-T5,Posted,RETAIL,Unposted,FRANCINE B.,Normal
Order,ORDST2173,PHON-PAN-2315,Panache KX-T231 wall,4,27.98,59.95,HOLLINGC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2174,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,2,93.55,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Unposted,PAUL W.,Normal
Order,ORDST2175,HDWR-PNL-0001,Control Panel,1,303.85,609.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2176,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORDST2177,PHON-ATT-53WH,Cordless-Attractive 5352-White,3,92.59,189.95,PLAZAONE0001,USA-MNWI-T4,Posted,ATT CORD,Unposted,SANDRA M.,Normal
Order,ORDST2178,PHON-ATT-53RD,Cordless-Attractive 5352-Red,6,91.59,189.95,CENTRALC0001,USA-ILMO-T1,Posted,ATT CORD,Unposted,PAUL W.,Normal
Order,ORDST2179,PHON-ATT-53BK,Cordless-Attractive 5352-Black,4,90.25,189.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,ATT CORD,Unposted,GARY W.,Normal
Order,ORDST2180,FAXX-RIC-060E,Richelieu Fax 60E,2,479.05,959.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2181,PHON-PAN-3155,Panache KX-T3155 desk,3,59.5,119.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2182,HDWR-CAB-0001,Central Cabinet,2,6921.88,13849.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2183,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2184,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,5,4.55,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2185,ACCS-RST-DXBK,Shoulder Rest-Deluxe Black,3,4.55,9.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2186,ACCS-CRD-12WH,Phone Cord - 12' White,2,3.29,9.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORDST2187,PHON-PAN-3155,Panache KX-T3155 desk,2,59.5,119.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2188,ANSW-PAN-1450,Panache KX-T1450 answer,2,50.25,109.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2189,HDWR-SRG-0001,Surge Protector Panel,4,18.65,39.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2190,ACCS-CRD-25BK,Phone Cord - 25' Black,1,5.98,19.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2191,HDWR-RNG-0001,Ring Generator,2,669,1339.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Order,ORDST2192,PHON-ATT-53BK,Cordless-Attractive 5352-Black,3,90.25,189.95,METROPOL0001,USA-MNWI-T4,Posted,ATT CORD,Unposted,SANDRA M.,Normal
Order,ORDST2113,PHON-PAN-2315,Panache KX-T231 wall,6,27.98,59.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2114,PHON-ATT-53BK,Cordless-Attractive 5352-Black,3,90.25,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Unposted,PAUL W.,Normal
Order,ORDST2115,HDWR-PNL-0001,Control Panel,2,303.85,609.95,BREAKTHR0001,CAN-PQMT-T5,Posted,RETAIL,Unposted,FRANCINE B.,Normal
Order,ORDST2116,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,HOLLINGC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2117,HDWR-PNL-0001,Control Panel,5,303.85,609.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2118,PHON-ATT-53BK,Cordless-Attractive 5352-Black,6,90.25,189.95,AMERICAN0001,USA-ILMO-T1,Posted,ATT CORD,Unposted,PAUL W.,Normal
Order,ORDST2119,PHON-ATT-53WH,Cordless-Attractive 5352-White,6,92.59,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Unposted,PAUL W.,Normal
Order,ORDST2120,PHON-PAN-2315,Panache KX-T231 wall,4,27.98,59.95,ADVANCED0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2121,PHON-ATT-53WH,Cordless-Attractive 5352-White,2,92.59,189.95,RIVERSID0001,CAN-ABBCYKNWTT7,Posted,ATT CORD,Unposted,ERIN J.,Normal
Order,ORDST2122,FAXX-RIC-060E,Richelieu Fax 60E,1,479.05,959.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2123,PHON-ATT-0712,Attractive 712 wall phone,5,35.89,79.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2125,ANSW-PAN-2460,Panache KX-T2460 answer,2,75.15,159.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2126,PHON-PAN-3155,Panache KX-T3155 desk,3,59.5,119.95,LONDONBE0001,NEWZEALAND-T8,Posted,RETAIL,Unposted,IAN M.,Normal
Order,ORDST2127,ACCS-CRD-25BK,Phone Cord - 25' Black,2,5.98,19.95,MIDLANDC0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2128,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,2,93.55,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Unposted,PAUL W.,Normal
Order,ORDST2129,ACCS-CRD-12WH,Phone Cord - 12' White,5,3.29,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2130,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,5,4.55,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2131,PHON-ATT-53WH,Cordless-Attractive 5352-White,1,92.59,189.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,ATT CORD,Unposted,NANCY B.,Normal
Order,ORDST2132,HDWR-PNL-0001,Control Panel,1,303.85,609.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORDST2133,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,5,93.55,189.95,PLAZAONE0001,USA-MNWI-T4,Posted,ATT CORD,Unposted,SANDRA M.,Normal
Order,ORDST2134,ACCS-CRD-12WH,Phone Cord - 12' White,3,3.29,9.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2135,PHON-BUS-1250,"Handset,multi-line",2,179.85,359.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Order,ORDST2136,ACCS-CRD-12WH,Phone Cord - 12' White,3,3.29,9.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2137,HDWR-PRO-4862,Pro processor 4S,2,2998.15,5999.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2138,HDWR-PRO-4866,Pro processor 4D,1,3463.73,6929.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2139,FAXX-SLK-0172,Sleek UX-172 fax,1,674.5,1349.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2140,ACCS-RST-DXBK,Shoulder Rest-Deluxe Black,3,4.55,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2141,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,4,93.55,189.95,PLAZAONE0001,USA-MNWI-T4,Posted,ATT CORD,Unposted,SANDRA M.,Normal
Order,ORDST2142,FAXX-CAN-9800,Cantata FaxPhone 9800,10,1400,2809.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORDST2143,ANSW-ATT-1000,Attractive Answering System 1000,1,59.29,119.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2144,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2145,ANSW-ATT-1000,Attractive Answering System 1000,2,59.29,119.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2146,ACCS-CRD-12WH,Phone Cord - 12' White,5,3.29,9.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2147,ACCS-CRD-12WH,Phone Cord - 12' White,2,3.29,9.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2148,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2149,ACCS-CRD-12WH,Phone Cord - 12' White,2,3.29,9.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2150,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2151,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2152,ANSW-ATT-1000,Attractive Answering System 1000,1,59.29,119.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2153,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1400,2809.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORDST2073,PHON-ATT-53BK,Cordless-Attractive 5352-Black,4,90.25,189.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,ATT CORD,Unposted,GARY W.,Normal
Order,ORDST2074,FAXX-RIC-060E,Richelieu Fax 60E,2,479.05,959.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2075,PHON-PAN-3155,Panache KX-T3155 desk,3,59.5,119.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2076,HDWR-CAB-0001,Central Cabinet,2,6921.88,13849.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2077,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2078,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,5,4.55,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2079,ACCS-RST-DXBK,Shoulder Rest-Deluxe Black,3,4.55,9.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2080,ACCS-CRD-12WH,Phone Cord - 12' White,2,3.29,9.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORDST2081,PHON-PAN-3155,Panache KX-T3155 desk,2,59.5,119.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2082,ANSW-PAN-1450,Panache KX-T1450 answer,2,50.25,109.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2083,HDWR-SRG-0001,Surge Protector Panel,4,18.65,39.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2084,ACCS-CRD-25BK,Phone Cord - 25' Black,1,5.98,19.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2085,HDWR-RNG-0001,Ring Generator,2,669,1339.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Order,ORDST2086,PHON-ATT-53BK,Cordless-Attractive 5352-Black,3,90.25,189.95,METROPOL0001,USA-MNWI-T4,Posted,ATT CORD,Unposted,SANDRA M.,Normal
Order,ORDST2087,HDWR-CAB-0001,Central Cabinet,3,6921.88,13849.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2088,PHON-ATT-53RD,Cordless-Attractive 5352-Red,4,91.59,189.95,MAHLERST0001,USA-MNWI-T4,Posted,ATT CORD,Unposted,SANDRA M.,Normal
Order,ORDST2089,PHON-ATT-53BK,Cordless-Attractive 5352-Black,3,90.25,189.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,ATT CORD,Unposted,NANCY B.,Normal
Order,ORDST2090,FAXX-RIC-060E,Richelieu Fax 60E,2,479.05,959.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2091,PHON-PAN-3155,Panache KX-T3155 desk,1,59.5,119.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2092,HDWR-CAB-0001,Central Cabinet,4,6921.88,13849.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2093,ANSW-PAN-1450,Panache KX-T1450 answer,3,50.25,109.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORDST2094,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,12,4.55,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2095,ACCS-RST-DXBK,Shoulder Rest-Deluxe Black,36,4.55,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2096,ACCS-CRD-12WH,Phone Cord - 12' White,4,3.29,9.95,PLACEONE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORDST2097,PHON-PAN-3155,Panache KX-T3155 desk,2,59.5,119.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2098,ANSW-PAN-1450,Panache KX-T1450 answer,10,50.25,109.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Order,ORDST2099,HDWR-SRG-0001,Surge Protector Panel,4,18.65,39.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2100,ACCS-CRD-25BK,Phone Cord - 25' Black,2,5.98,19.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2101,HDWR-RNG-0001,Ring Generator,6,669,1339.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2102,ACCS-HDS-1EAR,Headset-Single Ear,3,38.59,79.95,HOLLINGC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2103,FAXX-CAN-9800,Cantata FaxPhone 9800,9,1197,2399.95,BREAKTHR0001,CAN-PQMT-T5,Posted,RETAIL,Unposted,FRANCINE B.,Normal
Order,ORDST2104,ACCS-HDS-1EAR,Headset-Single Ear,10,38.59,79.95,HOLLINGC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2105,FAXX-CAN-9800,Cantata FaxPhone 9800,12,1197,2399.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2106,FAXX-CAN-9800,Cantata FaxPhone 9800,2,1197,2399.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2107,100XLG,Green Phone,1,55.5,59.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,,Unposted,NANCY B.,Normal
Order,ORDST2108,100XLG,Green Phone,8,55.5,59.95,ASTORSUI0001,USA-INMI-T2,Posted,,Unposted,GREG E.,Normal
Order,ORDST2109,HDWR-RNG-0001,Ring Generator,1,669,1339.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2110,REPR-TWO-0002,On-site Repair,12,0,34.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,,Unposted,ERIN J.,Normal
Order,ORDST2111,PHON-ATT-53WH,Cordless-Attractive 5352-White,1,92.59,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Unposted,PAUL W.,Normal
Order,ORDST2112,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,4,4.55,9.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2032,100XLG,Green Phone,1,55.5,59.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,,Unposted,ERIN J.,Normal
Order,ORDST2033,ANSW-ATT-1000,Attractive Answering System 1000,2,59.29,119.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2034,100XLG,Green Phone,5,55.5,59.95,CENTRALC0001,USA-ILMO-T1,Posted,,Unposted,PAUL W.,Normal
Order,ORDST2035,100XLG,Green Phone,10,55.5,59.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,,Unposted,GARY W.,Normal
Order,ORDST2036,ACCS-CRD-12WH,Phone Cord - 12' White,5,3.29,9.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2037,ACCS-CRD-12WH,Phone Cord - 12' White,2,3.29,9.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2038,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2039,ACCS-CRD-12WH,Phone Cord - 12' White,2,3.29,9.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2040,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2041,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2042,100XLG,Green Phone,2,55.5,59.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,,Unposted,ERIN J.,Normal
Order,ORDST2043,100XLG,Green Phone,5,55.5,59.95,AARONFIT0001,USA-ILMO-T1,Posted,,Unposted,PAUL W.,Normal
Order,ORDST2044,ANSW-ATT-1000,Attractive Answering System 1000,1,59.29,119.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2045,FAXX-CAN-9800,Cantata FaxPhone 9800,2,1197,2399.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORDST2046,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2047,FAXX-CAN-9800,Cantata FaxPhone 9800,2,1197,2399.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2048,FAXX-CAN-9800,Cantata FaxPhone 9800,2,1197,2399.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,RETAIL,Unposted,GARY W.,Normal
Order,ORDST2049,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,METROPOL0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2050,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,MAHLERST0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2051,FAXX-CAN-9800,Cantata FaxPhone 9800,2,1197,2399.95,LAWRENCE0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2052,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,BLUEYOND0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2053,ACCS-CRD-12WH,Phone Cord - 12' White,1,3.29,9.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2054,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2055,ACCS-HDS-1EAR,Headset-Single Ear,2,38.59,79.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORDST2056,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2057,ACCS-HDS-1EAR,Headset-Single Ear,4,38.59,79.95,AARONFIT0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2058,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,PLAZAONE0001,USA-MNWI-T4,Posted,RETAIL,Unposted,SANDRA M.,Normal
Order,ORDST2059,FAXX-CAN-9800,Cantata FaxPhone 9800,1,1197,2399.95,CENTRALC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2060,100XLG,Green Phone,4,55.5,59.95,MAGNIFIC0001,CAN-ONMBSK-T6,Posted,,Unposted,GARY W.,Normal
Order,ORDST2061,100XLG,Green Phone,1,55.5,59.95,METROPOL0001,USA-MNWI-T4,Posted,,Unposted,SANDRA M.,Normal
Order,ORDST2063,HDWR-RNG-0001,Ring Generator,1,669,1339.95,ASTORSUI0001,USA-INMI-T2,Posted,RETAIL,Unposted,GREG E.,Normal
Order,ORDST2064,REPR-TWO-0002,On-site Repair,5.5,0,34.95,PLAZAONE0001,USA-MNWI-T4,Posted,,Unposted,SANDRA M.,Normal
Order,ORDST2065,PHON-ATT-53WH,Cordless-Attractive 5352-White,1,92.59,189.95,HOLLINGC0001,USA-ILMO-T1,Posted,ATT CORD,Unposted,PAUL W.,Normal
Order,ORDST2066,ACCS-RST-DXWH,Shoulder Rest - Deluxe White,2,4.55,9.95,BREAKTHR0001,CAN-PQMT-T5,Posted,RETAIL,Unposted,FRANCINE B.,Normal
Order,ORDST2067,PHON-PAN-2315,Panache KX-T231 wall,4,27.98,59.95,HOLLINGC0001,USA-ILMO-T1,Posted,RETAIL,Unposted,PAUL W.,Normal
Order,ORDST2068,PHON-ATT-53BL,Cordless-Attractive 5352-Blue,2,93.55,189.95,AARONFIT0001,USA-ILMO-T1,Posted,ATT CORD,Unposted,PAUL W.,Normal
Order,ORDST2069,HDWR-PNL-0001,Control Panel,1,303.85,609.95,CONTOSOL0001,USA-IAKSNE-T3,Posted,RETAIL,Unposted,NANCY B.,Normal
Order,ORDST2070,ANSW-PAN-1450,Panache KX-T1450 answer,1,50.25,109.95,VANCOUVE0001,CAN-ABBCYKNWTT7,Posted,RETAIL,Unposted,ERIN J.,Normal
Order,ORDST2071,PHON-ATT-53WH,Cordless-Attractive 5352-White,3,92.59,189.95,PLAZAONE0001,USA-MNWI-T4,Posted,ATT CORD,Unposted,SANDRA M.,Normal
